Doc,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
11245,0.01,0.01,20.092005,0.01,37.969631,0.01,0.01,58.62846,80.880341,1.009962,0.01,0.01,0.01,210.479538,0.01,0.01,0.01,0.01,0.01,0.01
11246,0.01,0.01,0.01,0.01,10.309771,0.01,0.01,10.852312,23.4856,0.01,0.01,0.957935,0.01,19.444374,1.010006,1.009994,0.01,0.01,0.01,0.01
11247,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11248,0.01,0.01,0.01,0.01,2.204486,0.01,0.01,0.01,4.815514,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11249,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.679333,2.336046,0.01,0.01,0.01,0.01,74.014641,0.01,0.01,0.01,0.01,0.01,0.01
11250,0.01,0.01,3.520322,0.01,0.01,0.01,0.01,0.01,5.761114,0.01,0.01,0.01,0.01,3.797411,0.01,0.01,0.01,0.01,1.961151,0.01
11251,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76.257935,0.01,0.01,0.01,17.031656,0.01,6.740469,1.00993,0.01,0.01,0.01,0.01,0.01
11252,0.01,0.01,0.01,0.01,0.01,0.01,0.01,45.188107,1.831894,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11253,0.01,0.01,0.01,0.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.009996,0.01,0.01,0.01,0.01,0.01,0.01
11255,0.01,0.01,0.01,0.01,3.390004,0.01,0.01,30.995096,3.010651,0.01,0.01,7.473566,0.942472,22.211052,0.01,0.01,4.047163,0.01,0.01,0.01
11256,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,37.930832,0.01,0.01,1.02699,0.01,0.01,1.072175
11257,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.879112,1.213268,0.01,0.01,2.182173,0.01,35.765438,1.01001,0.01,0.01,0.01,0.01,0.01
11258,0.01,0.01,2.20375,0.01,0.01,0.01,0.01,0.01,7.135597,0.01,2.356547,0.01,0.01,9.540379,0.01,0.01,7.813729,0.01,0.01,0.01
11259,0.01,0.01,0.01,0.01,23.249813,0.01,0.01,0.01,0.01,0.01,3.547791,0.01,0.01,0.01,0.01,0.01,3.232399,0.01,0.01,0.01
11260,0.01,0.01,0.01,0.01,23.164259,0.01,0.01,29.856558,0.01,1.01,3.877083,0.01,0.927594,9.224498,0.01,0.01,0.01,0.01,0.01,0.01
11261,0.01,0.01,37.3727,0.01,44.788315,0.01,0.01,107.78167,20.473068,0.01,0.01,19.033419,0.01,2.358876,0.01,0.01,4.261929,0.01,0.01,0.01
11262,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.009998,0.01,0.01,2.010001,0.01,0.01,1.01
11263,0.01,0.01,0.01,0.01,0.01,1.009997,0.01,34.097107,4.909807,0.01,0.01,6.525541,0.01,0.01,0.01,0.01,1.507544,0.01,0.01,0.01
11264,0.01,0.01,0.01,0.01,13.792471,0.01,0.01,0.01,3.078598,0.01,0.01,0.01,0.01,54.158936,0.01,0.01,0.01,0.01,0.01,0.01
11265,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.171648,7.411048,0.01,3.781033,0.01,0.01,28.975199,0.01,0.01,4.040903,0.01,6.68017,0.01
11266,0.01,0.01,0.01,0.01,12.846536,0.01,0.01,7.894794,10.28867,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11267,0.01,0.01,1.077851,0.01,19.922535,0.01,0.01,6.040907,0.01,0.01,0.01,7.945237,0.01,6.146797,0.01,0.01,10.92667,0.01,0.01,0.01
11268,0.01,0.01,7.434176,0.01,8.203405,0.01,0.01,17.029476,7.498769,0.01,0.01,0.01,0.01,8.88416,0.01,1.01001,0.01,0.01,0.01,0.01
11269,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.37693,0.01,0.01,0.01,0.01,0.01,15.643057,0.01,1.01002,0.01,0.01,0.01,0.01
11270,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.182642,0.01,10.258203,0.01,0.01,34.363247,0.01,0.01,1.235905,0.01,0.01,0.01
11271,0.01,0.01,1.00999,0.01,10.837969,0.01,0.01,18.182041,0.01,0.01,0.01,0.01,0.01,0.01,1.009999,0.01,0.01,0.01,0.01,0.01
11272,0.01,0.01,0.01,0.01,7.363205,0.01,0.01,0.01,9.18119,0.01,1.343646,3.15196,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11273,7.010045,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,99.699501,0.01,0.01,0.01,7.010045,0.01,3.320391
11274,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.01,1.01,0.01,0.01,0.01,0.01,0.01
11275,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,26.009998,0.01,0.01,0.01,0.01,0.01,0.01
11276,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.376486,0.01,0.01,0.01,1.010017,21.643496,0.01,0.01,0.01,0.01,0.01,0.01
11277,0.01,0.01,0.01,0.01,23.535618,0.01,0.01,3.588095,0.01,0.01,0.01,0.01,0.01,13.906291,0.01,0.01,0.01,0.01,0.01,0.01
11278,0.01,0.01,0.01,0.01,1.591145,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.428855,0.01,0.01,0.01,0.01,0.01,0.01
11279,0.01,1.010018,0.01,0.01,6.974631,0.01,0.01,1.297634,0.01,0.01,2.734815,0.01,0.01,13.032905,0.01,0.01,0.01,0.01,0.01,0.01
11280,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.009958,0.01,0.01,0.01,0.01,3.010039,1.010005
11281,0.01,0.01,0.01,0.01,2.466037,0.01,0.01,34.025723,4.53824,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11282,0.01,0.01,0.01,0.01,4.694714,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.325286,0.01,0.01,0.01,0.01,0.01,0.01
11283,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,30.010002,0.01,0.01,0.01,0.01,0.01,0.01
11284,1.00999,0.01,5.549965,1.009991,44.85725,1.009888,0.01,13.211413,85.275925,0.01,2.369474,0.788671,0.01,281.823853,0.01,1.009815,1.046142,0.01,7.012828,1.164709
11285,0.01,0.01,0.01,0.01,12.118861,0.01,2.009998,1.73261,60.627651,0.01,0.01,0.01,0.01,19.560871,0.01,0.01,0.01,0.01,0.01,0.01
11286,0.01,0.01,6.858421,0.01,2.8769,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.294681,0.01,0.01,0.01,0.01,0.01,0.01
11287,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.082664,13.785446,0.01,0.01,1.161889,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11288,0.01,0.01,0.01,0.01,0.01,0.01,0.01,106.702026,68.809708,0.01,0.01,0.01,0.01,23.025766,1.13543,0.01,0.01,0.01,1.377089,0.01
11289,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.01
11290,0.01,0.01,0.01,0.01,1.21028,0.01,0.01,3.354033,0.01,0.01,7.969288,0.01,0.01,113.506363,0.01,0.01,0.01,2.010022,0.01,0.01
11291,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.009999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11292,0.01,0.01,0.01,0.01,159.7509,0.01,0.01,14.445868,0.01,0.01,2.825785,0.01,0.01,42.752274,21.71525,1.010002,108.569908,0.01,0.01,0.01
11293,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.119398,34.5993,0.01,0.01,0.01,0.01,53.311298,1.01,0.01,0.01,0.01,0.01,0.01
11294,0.01,0.01,0.01,0.01,12.586982,0.01,0.01,20.129719,4.286688,0.01,0.01,2.036632,0.01,0.01,0.01,0.01,0.01,0.01,1.009978,0.01
11295,0.01,0.01,0.01,0.01,9.527863,0.01,0.01,1.861201,0.01,0.01,20.599739,0.01,0.01,83.990227,0.01,0.01,2.070974,0.01,0.01,0.01
11296,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.819087,0.01,0.01,0.01,0.01,1.010003,280.005829,1.558864,0.01,7.299781,0.01,2.366468,0.01
11297,0.01,0.01,5.050942,0.01,29.274061,0.01,0.01,0.01,0.01,0.01,6.085574,0.01,0.01,18.629419,0.01,0.01,0.01,0.01,0.01,0.01
11298,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.330801,0.01,0.01,0.01,0.01,15.6892,0.01,0.01,0.01,0.01,0.01,0.01
11299,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.510503,0.01,0.01,0.01,4.300796,2.010019,51.218685,0.01,0.01,0.01,0.01,0.01,0.01
11300,0.01,0.01,0.01,0.01,8.725174,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.294827,0.01,0.01,0.01,0.01,0.01,0.01
11301,0.01,0.01,2.835628,0.01,35.508038,0.01,0.01,9.101643,21.594687,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11302,0.01,0.01,0.01,0.01,66.774445,0.01,0.01,0.01,0.01,0.01,2.915766,0.01,0.01,17.608454,0.01,0.01,1.741352,0.01,0.01,0.01
11303,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,44.93034,0.01,0.01,1.089673,0.01,0.01,0.01
11304,0.01,0.01,0.01,0.01,11.010001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11305,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,24.009991,0.01,0.01,0.01,0.01,0.01,0.01
11306,0.01,0.01,0.01,0.01,1.441406,0.01,0.01,0.01,0.01,0.01,1.047289,0.01,0.01,37.541302,0.01,0.01,0.01,0.01,0.01,0.01
11307,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.009998,0.01,0.01,0.01,0.01,0.01,0.01
11308,0.937793,0.01,2.029683,3.010018,0.01,1.009997,0.01,11.405886,10.05774,0.01,3.163116,0.01,0.01,47.283806,0.01,0.01,3.191957,0.01,0.01,0.01
11309,0.01,0.01,0.01,0.01,2.777178,0.01,0.01,4.474096,9.349798,0.01,1.748132,2.511799,0.01,64.07856,0.01,0.01,1.160166,5.980258,0.01,0.01
11310,0.01,0.01,0.01,1.010001,0.01,0.01,0.01,0.01,24.740616,0.01,0.01,2.284779,0.01,40.004608,0.01,0.01,0.01,0.01,0.01,0.01
11311,0.01,0.01,0.01,0.01,15.670286,0.01,0.01,0.01,8.452145,0.01,3.231442,0.01,0.01,3.686129,0.01,0.01,0.01,0.01,0.01,0.01
11312,1.01,1.009992,0.01,0.01,1.380941,0.01,1.009972,2.933487,0.01,0.01,0.01,0.01,0.01,148.864899,0.01,0.01,3.086815,11.010092,4.709101,1.08467
11313,0.01,0.01,1.01,0.01,0.01,0.01,0.01,9.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11314,0.01,1.010005,0.01,0.01,1.566339,0.01,1.010001,23.881767,0.01,0.01,1.082479,0.01,0.01,68.509415,0.01,0.01,0.01,0.01,0.01,0.01
11315,0.01,0.01,0.01,0.01,23.841715,0.01,0.01,0.01,11.015832,0.01,0.01,4.56724,0.01,20.61521,0.01,0.01,0.01,0.01,0.01,0.01
11316,0.01,0.01,11.719671,1.010012,3.905257,0.01,0.01,0.01,4.986899,0.01,0.01,0.01,0.01,33.428158,0.01,0.01,0.01,0.01,0.01,0.01
11317,0.01,0.01,0.01,1.009984,0.01,0.01,0.01,6.628146,31.387135,0.01,0.01,0.01,0.01,37.104916,5.68037,0.01,0.01,0.81118,5.448259,0.01
11318,0.01,0.01,0.01,0.01,2.965242,0.01,0.01,0.01,25.394533,0.01,0.01,2.031242,0.01,47.528503,0.01,0.01,18.982464,1.01001,1.158002,0.01
11319,0.01,0.01,0.01,0.01,21.312681,0.01,0.01,0.01,0.01,0.01,0.01,7.707319,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11320,0.01,0.01,10.805492,1.010008,11.900953,0.01,0.01,15.738938,0.01,0.01,0.01,1.160203,0.01,52.444397,0.01,0.01,0.01,0.01,0.01,0.01
11321,0.01,0.01,0.01,0.01,14.833193,0.01,0.01,0.01,0.01,0.01,14.784798,0.01,0.01,73.512558,0.01,0.01,3.909473,0.01,0.01,0.01
11322,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,43.102097,0.01,0.01,69.879501,0.01,0.01,2.048402,0.01,0.01,0.01
11323,0.01,0.01,1.175911,0.01,0.01,0.01,0.01,116.631546,43.993618,0.01,0.01,33.130806,1.009985,3.757134,0.01,0.01,0.01,0.01,0.01,2.370968
11324,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,5.087182,0.01,0.01,0.932819,0.01,0.01,0.01
11325,0.01,0.01,0.01,0.01,5.262442,0.01,1.010012,0.01,0.01,0.01,0.01,1.033983,0.01,22.733559,0.01,0.01,0.01,0.01,0.01,0.01
11326,0.01,1.009997,0.01,1.009999,0.01,0.01,0.01,2.783048,0.01,0.01,0.01,0.01,0.01,18.236956,0.01,0.01,0.01,0.01,0.01,0.01
11327,0.01,0.01,0.01,0.01,5.010001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01
11328,0.01,0.01,0.01,0.01,25.87249,0.01,0.01,0.01,0.01,0.01,13.333841,0.01,0.01,18.635597,0.01,0.01,12.198078,0.01,0.01,0.01
11329,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.01,0.01,0.01,0.01,0.01,0.01,0.01
11330,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.009999,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.01
11331,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,0.01,0.01,0.01,0.01,0.01,0.01
11332,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.009996,0.01,15.71496,0.01,0.01,0.01,0.01,1.305044,0.01
11333,0.01,0.01,2.696315,0.01,17.149099,0.01,0.01,31.449162,59.24366,0.01,6.590647,1.23087,0.01,14.195581,0.01,0.01,12.764568,0.01,3.770104,0.01
11334,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01
11335,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.01,0.01,0.01,0.01,0.01,0.01,0.01
11336,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.366467,0.01,0.01,0.01,0.01,5.653531,1.010002,0.01,0.01,0.01,0.01,0.01
11337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.010017,0.01,0.01,12.009944,0.01,0.01,0.01,0.01,0.01,4.01004
11338,0.01,0.01,0.01,0.01,1.237025,0.01,0.01,0.782976,0.01,0.01,0.01,1.009999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11339,0.01,0.01,0.01,0.01,1.470568,0.01,0.01,0.01,3.24515,0.01,2.124968,0.01,0.01,33.064163,0.01,0.01,0.01,0.01,0.01,7.145149
11340,0.01,0.01,3.393601,0.01,28.076902,0.01,0.01,133.770172,21.816774,0.01,2.511749,1.808389,0.01,37.692375,0.01,0.01,0.01,0.01,0.01,0.01
11341,0.01,0.01,0.01,0.01,104.652924,0.01,0.01,0.01,5.096762,0.01,5.160251,150.427567,1.009732,51.031609,0.01,0.01,29.345881,0.01,6.355243,0.01
11342,0.01,0.01,0.01,0.01,1.639667,0.01,0.01,0.01,6.071921,0.01,2.106239,0.01,0.01,44.511951,2.01004,0.01,0.01,1.936241,0.01,4.793943
11343,0.01,0.01,8.163874,0.01,47.49881,1.009976,0.01,220.293274,16.473816,0.01,0.01,26.067926,0.01,74.445328,2.318142,0.01,4.818898,2.009942,0.01,0.01
11344,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.456355,0.01,0.01,0.01,0.919031,0.01,12.877084,0.01,0.01,0.787528,0.01,0.01,0.01
11345,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01
11346,0.01,0.01,0.01,0.01,84.443787,0.01,0.01,4.664568,0.01,0.01,15.179146,0.01,0.01,6.81559,0.01,0.01,8.992044,0.01,0.01,0.964845
11347,0.01,0.01,0.01,0.01,9.163855,0.01,0.01,3.778153,0.01,0.01,0.01,0.01,0.01,15.087992,0.01,0.01,0.01,0.01,0.01,0.01
11348,0.01,0.01,5.210712,0.01,12.225863,0.01,0.01,117.728088,4.60919,0.01,0.01,25.113091,0.01,0.01,0.01,1.844265,3.338798,0.01,0.01,0.01
11349,0.01,1.01,0.01,0.01,12.279344,0.01,0.01,1.503679,0.01,0.01,0.01,1.246979,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11350,0.01,0.01,0.01,0.01,23.85737,0.01,0.01,103.597603,0.01,0.01,0.01,16.131453,2.010002,218.468674,0.01,0.01,0.01,0.01,3.99497,0.01
11351,0.01,0.01,3.635419,0.01,12.140769,0.01,0.01,20.664062,22.673922,0.01,3.06782,0.01,0.01,53.877998,0.01,0.01,0.01,0.01,0.01,0.01
11352,0.01,0.01,4.096409,0.01,0.01,0.01,0.01,0.01,7.354465,0.01,0.01,0.01,0.01,67.579132,0.01,0.01,0.01,0.01,0.01,0.01
11353,0.01,0.01,0.01,0.01,3.994006,0.01,0.01,11.732018,0.01,0.01,0.01,3.444788,0.01,47.869205,0.01,0.01,0.01,1.009976,0.01,0.01
11354,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.493835,4.526165,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11356,0.01,0.01,0.01,0.01,23.531086,0.01,0.01,20.826298,94.004562,0.01,3.250431,3.617449,0.01,43.830177,0.01,1.009999,0.01,0.01,0.01,0.01
11357,0.01,0.01,0.01,0.01,45.759491,0.01,0.01,23.416725,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.853773,0.01,0.01,0.01
11358,0.01,0.01,2.395504,1.009815,263.973389,0.01,0.01,141.725159,96.752029,2.010011,3.759486,0.01,0.01,88.688744,0.01,1.67492,54.373692,0.01,1.10137,2.655619
11359,0.01,0.01,0.01,0.01,2.720564,0.01,0.01,168.560562,7.253403,0.01,0.01,3.120986,0.01,35.184818,0.01,0.01,14.11505,0.01,0.01,2.114598
11360,0.01,0.01,0.01,0.01,19.909903,0.01,0.01,4.298982,20.918222,0.01,0.01,1.080684,0.01,0.01,0.01,0.01,0.01,0.01,1.842234,1.009976
11361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70.232811,0.01,0.01,5.854825,0.01,0.01,10.577424,0.01,0.01,0.01,0.01,1.374936,0.01
11362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.151373,11.133033,0.01,0.01,0.01,0.01,45.022251,0.01,0.01,0.01,0.01,3.733343,0.01
11363,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,25.841221,0.01,0.01,0.01,1.009993,1.178789,0.01
11364,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.00997,0.01,0.01,5.01003,0.01,0.01,0.01
11365,0.01,0.01,0.01,0.01,18.456633,0.01,0.01,2.13362,0.01,0.01,3.472102,0.01,0.01,3.05789,0.01,0.01,0.01,0.01,0.01,1.929756
11366,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.197919,0.01,0.01,0.01,0.01,0.01,31.4333,0.01,0.01,2.010001,0.01,4.398778,0.01
11367,0.01,0.01,0.01,0.01,1.531702,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27.488302,0.01,0.01,0.01,0.01,0.01,0.01
11368,0.01,0.01,1.014068,0.01,28.68544,0.01,0.01,15.369207,3.953486,0.01,0.01,0.01,0.01,41.033394,4.838612,0.01,0.01,0.01,1.175791,0.01
11369,0.01,0.01,1.054732,0.01,0.01,0.01,0.01,7.464505,0.01,0.01,0.01,0.01,0.01,47.170784,0.01,0.01,0.01,2.010037,2.349933,0.01
11370,0.01,0.01,0.01,0.01,15.98683,0.01,0.01,13.078277,10.294912,0.01,20.448273,0.01,0.01,7.396334,0.01,0.01,2.263731,0.01,4.601637,0.01
11371,0.01,0.01,0.01,0.01,38.953796,0.01,0.01,14.992685,114.18988,0.01,0.01,2.295176,0.01,42.618412,0.01,0.01,0.01,0.01,0.01,0.01
11372,0.01,0.01,47.859383,0.01,86.870094,1.009977,0.01,0.01,0.01,0.01,25.865118,0.01,0.01,223.992447,0.01,0.01,4.444444,0.01,1.028577,0.01
11373,0.01,0.01,0.01,0.01,0.01,0.01,0.01,39.837132,3.579165,0.01,0.01,0.01,0.01,32.613693,0.01,0.01,0.01,0.01,0.01,0.01
11374,0.01,0.01,1.776254,0.01,0.01,0.01,0.01,2.565743,0.01,0.01,0.01,0.01,0.01,6.688004,0.01,0.01,0.01,0.01,0.01,0.01
11375,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72.065742,6.800856,0.01,0.01,0.01,0.01,8.53666,0.01,0.01,0.01,0.01,1.636738,0.01
11376,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11377,0.01,2.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,31.983896,0.01,0.01,0.01,0.01,0.01,1.036097
11378,0.01,0.01,0.01,0.01,12.584538,0.01,0.01,0.01,0.01,0.01,0.01,3.842753,0.01,4.602711,0.01,0.01,0.01,0.01,0.01,0.01
11379,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.17275,0.01,0.01,0.01,13.847248,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11380,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.942562,0.01,0.01,0.01,14.288996,0.01,4.464744,2.288605,0.01,1.065091,0.01,0.01,0.01
11381,0.01,0.01,0.01,0.01,14.976809,0.01,0.01,30.352011,31.701174,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11382,0.01,0.01,0.01,0.01,26.138266,0.01,0.01,1.686318,39.212742,0.01,0.01,0.01,0.01,4.002663,0.01,0.01,0.01,0.01,0.01,0.01
11383,0.01,0.01,1.721719,0.01,31.758932,0.01,0.01,0.01,11.54935,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11384,0.01,1.010002,0.01,0.01,0.01,0.01,0.01,21.446661,29.126873,0.01,0.01,0.01,1.009989,34.905079,0.01,0.01,1.112153,0.01,1.459255,0.01
11385,0.01,0.01,1.95217,0.01,5.60492,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.47291,0.01,0.01,0.01,0.01,0.01,0.01
11386,0.01,0.01,0.01,0.01,31.34202,0.01,0.01,0.01,33.051979,0.01,6.267882,39.9291,0.01,13.179629,0.01,0.01,2.044799,0.01,2.254588,0.01
11387,0.01,0.01,0.01,0.01,36.760109,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.259892,0.01,0.01,0.01,0.01,0.01,0.01
11388,0.01,0.01,1.950157,0.01,40.052834,1.009996,0.01,0.01,9.463446,0.01,0.01,0.01,1.972883,26.610691,0.01,0.01,0.01,0.01,0.01,0.01
11389,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.553139,3.273902,0.01,0.01,0.01,0.01,15.202955,0.01,0.01,0.01,4.010005,0.01,0.01
11390,0.01,0.01,0.01,0.01,38.980305,0.01,0.01,13.903199,81.171394,0.01,30.443352,10.096367,0.01,113.931709,0.01,0.01,0.01,0.01,0.01,2.543575
11391,0.01,0.01,0.01,0.01,19.458809,0.01,0.01,37.1712,0.01,0.01,4.345706,0.01,0.01,0.01,0.01,0.01,6.064283,0.01,0.01,0.01
11392,0.01,0.01,0.01,0.01,49.552479,0.01,0.01,133.068375,34.398525,0.01,0.01,14.277352,0.01,83.14444,0.01,0.01,7.401645,0.01,1.18309,1.054049
11393,0.01,0.01,1.034286,0.01,63.61956,0.01,0.01,111.014908,2.699573,0.01,24.185749,80.257782,0.01,0.01,0.01,0.01,16.139017,0.01,1.129169,0.01
11394,0.01,0.01,0.01,0.01,9.041596,0.01,0.01,45.356884,37.715446,0.01,0.01,0.01,0.01,8.877337,0.01,0.01,0.01,0.01,1.058741,0.01
11395,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.281839,8.826237,0.01,0.01,3.921922,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11396,0.01,0.01,1.11132,0.01,0.01,0.01,0.01,0.01,1.893621,0.01,0.01,0.01,0.01,32.021538,0.01,0.01,0.01,0.01,0.01,1.013519
11397,0.01,0.01,0.01,0.01,8.461112,0.01,1.010013,1.9007,0.01,0.01,0.01,4.213266,0.01,48.107067,0.01,0.01,3.367841,0.01,0.01,0.01
11398,0.01,0.01,0.01,0.01,5.565097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.454903,0.01,0.01,0.01,0.01,0.01,0.01
11399,0.01,0.01,0.01,0.01,0.01,1.009994,0.01,42.509174,14.595584,1.010003,0.01,0.925241,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11400,0.01,0.01,8.32714,1.009997,34.803276,0.01,0.01,84.339012,0.01,0.01,0.01,7.089849,0.01,0.01,0.01,1.010002,4.399996,0.01,1.100702,0.01
11401,0.01,0.01,0.01,0.01,3.281701,0.01,0.01,2.750461,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.997838,0.01,0.01,0.01,0.01
11402,0.01,0.01,0.01,0.01,22.243563,0.01,0.01,27.864506,0.01,0.01,0.01,0.01,0.01,13.921926,0.01,0.01,0.01,0.01,0.01,0.01
11403,0.01,0.01,0.01,0.01,70.410706,0.01,0.01,56.326511,0.01,0.01,0.01,0.01,0.01,1.292795,0.01,0.01,0.01,0.01,0.01,0.01
11404,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.009996,0.01,0.01,0.01,0.01,0.01,0.01
11405,0.01,0.01,0.01,0.01,0.01,0.01,0.01,47.380421,0.01,0.01,0.01,0.01,0.01,15.122317,0.01,0.01,1.055046,0.01,0.01,7.482213
