Doc,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
1339,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.539587,0.01,0.01,0.01,0.01,0.01,5.480413,0.01,0.01,0.01,0.01,0.01,0.01
1340,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.582285,15.437716,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1341,0.01,0.01,12.326361,0.01,12.124721,0.01,0.01,78.622246,0.01,0.01,0.01,0.01,0.01,48.966663,0.01,0.01,0.01,0.01,0.01,0.01
1342,0.01,0.01,0.01,0.01,0.01,0.01,0.01,35.609169,3.601874,0.01,0.01,3.193103,0.01,40.635834,0.01,0.01,0.01,0.01,0.01,0.01
1343,0.01,0.01,0.01,0.01,1.952438,0.01,0.01,533.881653,112.658539,0.01,0.01,5.598066,0.01,48.893009,0.01,0.01,0.01,0.01,1.075997,0.01
1344,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,33.063839,0.01,0.01,0.01,0.01,1.956158,0.01
1345,0.01,0.01,0.01,0.01,9.731818,0.01,0.01,5.966257,0.01,0.01,1.009953,0.01,0.01,1.331971,0.01,0.01,0.01,0.01,0.01,0.01
1346,0.01,0.01,0.01,0.01,6.695253,0.01,0.01,100.466347,0.01,0.01,0.424738,46.421482,0.01,0.01,0.01,0.01,2.042176,0.01,0.01,0.01
1347,0.01,0.01,0.01,0.01,10.800265,0.01,0.01,3.232558,0.01,0.01,0.01,0.01,0.01,17.070177,0.01,0.937002,0.01,0.01,0.01,0.01
1348,0.01,0.01,3.01015,0.01,0.01,1.010034,0.01,9.009815,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1349,0.01,0.01,0.01,0.01,0.01,0.01,0.01,25.009993,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1350,0.01,0.01,0.01,0.01,14.793571,0.01,0.01,2.874042,0.01,0.01,3.909868,0.01,0.01,5.46252,0.01,0.01,0.01,0.01,0.01,0.01
1351,0.01,0.01,0.01,0.01,7.810816,0.01,0.01,0.01,2.879286,0.01,0.01,0.01,0.01,6.697305,0.01,0.01,17.652592,0.01,0.01,0.01
1352,0.01,0.01,1.089123,0.01,28.108889,0.01,0.01,21.609524,8.741987,0.01,0.01,0.01,0.01,21.072758,1.96405,0.01,3.483667,0.01,0.01,0.01
1353,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,47.58025,0.01,0.01,8.439756,0.01,0.01,0.01
1354,0.01,0.01,0.01,0.01,4.253713,0.01,0.01,0.01,0.01,0.01,0.01,6.766287,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1355,0.01,0.01,0.01,0.01,8.663923,0.01,0.01,14.356078,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1356,0.01,0.01,0.01,0.01,12.215077,0.01,0.01,15.471859,6.208961,0.01,0.01,0.01,0.01,17.1441,0.01,0.01,0.01,0.01,0.01,0.01
1357,0.01,0.01,3.291456,0.01,0.01,0.01,0.01,6.507792,22.374088,0.01,0.01,0.01,0.01,65.571991,0.01,0.01,2.304666,0.01,0.01,0.01
1358,0.01,0.01,4.33458,0.01,19.127657,0.01,0.01,116.389259,38.233524,0.01,0.01,0.01,0.01,53.407066,0.01,0.01,3.567881,0.01,0.01,0.01
1359,0.01,0.01,7.155553,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.010001,32.864441,0.01,0.01,0.01,0.01,0.01,0.01
1360,0.01,0.01,6.922218,0.01,2.195393,0.01,0.01,12.402638,13.731633,0.01,0.01,2.522082,0.01,2.364977,2.931059,0.01,0.01,0.01,0.01,0.01
1361,0.01,0.01,0.01,0.01,15.095888,0.01,0.01,8.924114,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1362,0.01,0.01,3.266604,0.01,51.636337,0.01,0.01,78.625267,28.584768,1.010008,0.01,0.01,0.01,0.01,0.01,0.01,1.937027,0.01,0.01,0.01
1363,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.23196,0.01,0.01,0.01,0.01,0.01,28.788036,0.01,0.01,0.01,0.01,0.01,0.01
1364,0.01,0.01,0.01,0.01,5.420726,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,47.599266,0.01,0.01,0.01,0.01,0.01,0.01
1365,0.01,0.01,0.01,0.01,78.458664,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.561336,0.01,0.01,0.01,0.01,0.01,0.01
1366,0.01,0.01,0.01,0.01,7.411761,0.01,0.01,80.408585,0.01,0.01,0.01,20.209658,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1367,0.01,0.01,0.01,0.01,12.475898,0.01,0.01,0.01,0.01,0.01,13.875278,0.01,0.01,12.678822,0.01,0.01,0.01,0.01,0.01,0.01
1368,0.01,0.01,28.659395,0.01,61.816334,0.01,0.01,0.01,0.01,0.01,0.01,4.693127,0.01,17.871161,0.01,0.01,0.01,0.01,0.01,0.01
1369,0.01,0.01,12.936972,0.01,15.473041,0.01,0.01,9.134532,0.01,0.01,0.01,1.665594,0.01,5.839859,0.01,0.01,0.01,0.01,0.01,0.01
1370,0.01,0.01,0.01,0.01,3.744877,0.01,0.01,0.01,3.999127,0.01,18.520809,0.01,0.01,12.775181,0.01,0.01,0.01,0.01,0.01,0.01
1371,0.01,0.01,0.01,0.01,2.541086,0.01,0.01,26.113493,0.01,1.01001,0.01,0.01,0.01,63.267624,0.01,0.01,7.117783,0.01,0.01,0.01
1372,0.01,0.01,0.01,0.01,16.649775,0.01,0.01,30.139635,51.240585,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1373,0.01,0.01,0.01,0.01,36.50523,0.01,0.01,0.01,0.01,0.01,12.403399,4.208293,0.01,6.923079,0.01,0.01,0.01,0.01,0.01,0.01
1374,0.01,0.01,0.01,0.01,6.347326,0.01,0.01,10.672674,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1375,0.01,0.01,0.01,0.01,54.197262,0.01,0.01,0.01,4.09654,0.01,0.01,0.01,0.01,23.736198,0.01,0.01,0.01,0.01,0.01,0.01
1376,0.01,0.01,0.01,0.01,20.963314,0.01,0.01,0.01,0.01,0.01,1.651904,4.521816,0.01,32.902962,0.01,0.01,0.01,0.01,0.01,0.01
1377,0.01,0.01,0.01,0.01,0.01,0.01,0.01,51.313179,0.01,0.01,0.01,0.01,0.01,12.706822,0.01,0.01,0.01,0.01,0.01,0.01
1378,0.01,0.01,0.01,0.01,2.11541,0.01,0.01,0.01,1.90459,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1379,0.01,0.01,0.01,0.01,30.674566,0.01,0.01,0.01,2.153319,0.01,25.146118,0.01,0.01,25.065987,0.01,0.01,0.01,0.01,0.01,0.01
1380,0.01,0.01,0.01,0.01,19.009998,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1381,0.01,0.01,0.01,0.01,6.932921,0.01,0.01,9.087079,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1382,0.01,0.01,0.01,0.01,37.333584,0.01,0.01,9.845671,7.257264,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.603477,0.01,0.01,0.01
1383,0.01,0.01,0.01,0.01,6.553463,0.01,0.01,3.226437,0.01,0.01,0.01,0.01,0.01,4.250101,0.01,0.01,0.01,0.01,0.01,0.01
1384,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,25.010004,0.01,0.01,0.01,0.01,0.01,0.01
1385,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.480652,0.01,0.01,0.01,0.01,0.01,11.539347,0.01,0.01,0.01,0.01,0.01,0.01
1386,0.01,0.01,0.01,0.01,6.61386,0.01,0.01,4.40614,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1387,0.01,0.01,0.01,0.01,8.397093,0.01,0.01,1.622908,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1388,0.01,0.01,0.01,0.01,7.353316,0.01,0.01,11.223545,0.01,0.01,32.436466,0.01,0.01,33.026669,0.01,0.01,0.01,0.01,0.01,0.01
1389,0.01,0.01,0.01,0.01,28.711153,0.01,0.01,2.170905,0.01,0.01,7.147945,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1390,0.01,0.01,0.01,0.01,6.618873,0.01,0.01,20.320658,0.01,0.01,0.01,0.01,0.01,7.090471,0.01,0.01,0.01,0.01,0.01,0.01
1391,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.010001,0.01,0.01,0.01,0.01,0.01,0.01
1392,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40.07476,19.585192,0.01,0.01,0.01,0.01,5.370044,0.01,0.01,0.01,0.01,0.01,0.01
1393,0.01,0.01,0.01,0.01,27.17519,0.01,0.01,3.06476,0.01,0.01,0.01,0.01,0.01,26.790054,0.01,0.01,0.01,0.01,0.01,0.01
1394,0.01,0.01,11.660739,0.01,19.835882,0.01,0.01,18.895632,11.630541,0.01,0.01,0.01,0.01,101.985542,0.01,0.01,0.01,0.01,1.051657,0.01
1395,1.01,0.01,4.366077,0.01,23.241346,0.01,0.01,0.01,0.01,0.01,0.01,3.115147,0.01,128.218658,0.01,0.01,1.10874,0.01,0.01,0.01
1396,0.01,0.01,0.01,0.01,42.894859,0.01,0.01,32.637527,0.01,0.01,0.01,3.75405,0.01,20.063255,0.01,0.01,1.700295,0.01,0.01,0.01
1397,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,44.009979,0.01,0.01,0.01,0.01,0.01,0.01
1398,0.01,0.01,0.01,0.01,23.912907,0.01,0.01,16.966106,0.01,0.01,0.01,0.01,0.01,2.150985,0.01,0.01,0.01,0.01,0.01,0.01
1399,0.01,0.01,0.01,0.01,55.209835,0.01,0.01,16.393953,23.324839,0.01,0.01,8.044376,0.01,28.076992,0.01,0.01,0.01,0.01,0.01,0.01
1400,0.01,0.01,0.01,0.01,14.439553,0.01,0.01,6.628152,0.01,0.01,0.01,0.01,0.01,10.770617,0.01,0.01,1.201678,0.01,0.01,0.01
1401,0.01,0.01,8.537843,0.01,45.573849,0.01,0.01,0.01,0.01,0.01,2.131141,0.01,0.01,33.736137,0.01,0.01,64.071014,0.01,0.01,0.01
1402,0.01,0.01,0.01,0.01,31.463394,0.01,0.01,0.01,9.021696,0.01,0.01,0.01,0.01,6.543413,0.01,0.01,1.011498,0.01,0.01,0.01
1403,0.01,0.01,3.010002,0.01,0.01,0.01,0.01,1.826467,0.01,0.01,0.01,0.01,0.01,2.193531,0.01,0.01,0.01,0.01,0.01,0.01
1404,0.01,0.01,2.940343,0.01,0.01,0.01,0.01,3.079657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1405,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28.904507,0.01,0.01,0.01,0.01,1.089681,1.035815
1406,0.01,0.01,0.01,0.01,30.008215,0.01,0.01,22.335939,0.01,0.01,0.01,0.996914,0.01,21.698915,0.01,0.01,0.01,0.01,0.01,0.01
1407,0.01,0.01,6.917044,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.102957,0.01,0.01,0.01,0.01,0.01,0.01
1408,0.01,0.01,0.01,0.01,89.413261,0.01,0.01,8.823972,25.229912,0.01,0.01,5.992949,1.23857,15.36132,0.01,0.01,0.01,0.01,0.01,0.01
1409,0.01,0.01,0.01,0.01,1.761392,0.01,0.01,0.01,3.84026,0.01,6.811887,0.01,0.01,37.626457,0.01,0.01,0.01,0.01,0.01,0.01
1410,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.527265,1.002345,0.01,6.197854,0.01,0.01,5.312536,0.01,0.01,0.01,0.01,0.01,0.01
1411,0.01,0.01,0.01,0.01,57.160534,0.01,0.01,114.265633,220.129562,0.01,0.01,7.082932,0.01,12.48758,24.933638,0.01,0.01,0.01,0.01,0.01
1412,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,55.475872,0.01,0.01,33.544128,0.01,0.01,0.01,0.01,0.01,0.01
1413,0.01,0.01,0.01,0.01,4.454515,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,26.565479,0.01,0.01,0.01,0.01,0.01,0.01
1414,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.714235,0.01,0.01,4.305767,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1415,0.01,0.01,0.01,0.01,5.828013,0.01,0.01,7.191988,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1416,0.01,0.01,0.01,0.01,49.185429,0.01,0.01,0.01,18.834578,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1417,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.242554,0.01,0.01,0.01,2.877967,0.01,13.909484,0.01,0.01,0.01,0.01,0.01,0.01
1418,0.01,0.01,0.01,0.01,46.84761,0.01,0.01,4.286247,5.455909,0.01,0.01,0.01,0.01,3.450235,0.01,0.01,0.01,0.01,0.01,0.01
1419,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1420,0.01,0.01,0.01,0.01,6.796829,0.01,0.01,7.87351,0.01,0.01,0.01,2.385509,0.01,30.375467,0.01,0.01,28.618679,0.01,0.01,0.01
1421,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.346548,1.707888,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.975564,0.01,0.01,0.01
1422,0.01,0.01,1.716819,0.01,29.165199,0.01,0.01,1.727516,11.596749,0.01,8.291991,0.01,0.01,49.561729,0.01,0.01,0.01,0.01,0.01,0.01
1423,0.01,0.01,0.01,0.01,73.498283,0.01,0.01,0.01,13.892062,0.01,19.937847,0.01,0.890295,15.831512,0.01,0.01,0.01,0.01,0.01,0.01
1424,0.01,0.01,0.998768,0.01,0.01,0.01,0.01,46.014256,7.016982,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1425,0.01,0.01,0.01,0.01,16.352289,0.01,0.01,12.135272,0.01,0.01,14.107405,2.615015,0.01,0.01,2.84002,0.01,0.01,0.01,0.01,0.01
1426,0.01,0.01,14.635365,0.01,0.01,0.01,0.01,37.384628,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1427,0.01,0.01,0.01,0.01,21.270565,0.01,0.01,48.474735,11.285003,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009689,0.01,0.01,0.01
1428,0.01,0.01,0.01,0.01,25.295921,0.01,0.01,18.50157,4.23251,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1429,0.01,0.01,2.027112,0.01,0.01,0.01,0.01,3.417577,0.01,0.01,42.585308,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1430,0.01,1.009993,0.01,0.01,56.204506,0.01,0.01,30.594467,11.150115,0.01,0.01,0.01,0.01,11.220714,2.880199,0.01,0.01,0.01,0.01,0.01
1431,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.162621,0.01,0.01,0.01,0.01,0.01,15.85738,0.01,0.01,0.01,0.01,0.01,0.01
1432,0.01,0.01,0.01,0.01,24.792383,0.01,0.01,14.227616,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1433,0.01,0.01,0.01,0.01,0.01,0.01,0.01,151.556854,0.01,0.01,0.01,0.01,0.01,111.463127,0.01,0.01,0.01,0.01,0.01,0.01
1434,0.01,0.01,0.01,0.01,0.01,0.01,0.01,32.253288,3.766718,0.01,0.01,0.01,0.01,0.01,1.009996,0.01,0.01,0.01,0.01,0.01
1435,0.01,0.01,96.225273,0.01,85.905312,0.01,0.01,146.785721,0.01,0.01,0.01,2.530755,0.01,92.60289,0.01,0.01,0.01,0.01,0.01,0.01
1436,0.01,0.01,0.01,0.01,3.6696,0.01,0.01,224.292648,60.093052,0.01,0.01,9.481397,1.513312,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1437,0.01,0.01,0.01,0.01,0.01,0.01,0.01,33.969486,0.01,0.01,0.01,5.050514,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1438,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.983737,0.01,7.03335,0.01,0.01,19.012913,0.01,0.01,0.01,0.01,0.01,0.01
1439,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.950293,0.01,2.814962,0.01,0.01,24.264744,0.01,0.01,0.01,0.01,0.01,0.01
1440,0.01,0.01,2.942143,0.01,0.01,0.01,0.01,26.077856,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1441,0.01,0.01,0.01,0.01,11.104904,0.01,0.01,0.01,0.01,0.01,14.744493,3.479024,0.01,4.711583,0.01,0.01,0.01,0.01,0.01,0.01
1442,0.01,0.01,0.01,0.01,19.630041,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.38996,0.01,0.01,0.01,0.01,0.01,0.01
1443,0.01,0.01,0.01,0.01,7.830288,0.01,0.01,0.01,8.884613,0.01,0.01,0.01,0.01,16.687025,0.01,0.01,3.638074,0.01,0.01,0.01
1444,0.01,0.01,0.01,0.01,10.55307,0.01,0.01,0.01,0.01,0.01,10.136626,0.01,0.01,21.340305,0.01,0.01,0.01,0.01,0.01,0.01
1445,0.01,0.01,0.01,0.01,25.346348,0.01,0.01,40.710102,3.788215,0.01,0.01,13.630029,0.01,4.575308,0.01,0.01,0.01,0.01,0.01,0.01
1446,0.01,0.01,0.01,0.01,35.732235,0.01,0.01,16.860929,0.01,0.01,29.407028,0.01,0.01,42.039799,0.01,0.01,0.01,0.01,0.01,0.01
1447,0.01,0.01,0.01,0.01,35.526382,0.01,0.01,150.74437,6.967793,0.01,0.01,15.291721,0.01,49.519623,0.01,0.01,0.01,0.01,0.01,0.01
1448,0.01,0.01,0.01,0.01,15.990984,0.01,0.01,1.493842,0.01,0.01,13.390429,1.078406,0.01,0.01,0.01,0.01,1.096341,0.01,0.01,0.01
1449,0.01,0.01,0.01,0.01,7.508338,0.01,0.01,0.01,0.01,0.01,1.511661,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1450,0.01,0.01,0.01,0.01,5.65703,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.362971,0.01,0.01,0.01,0.01,0.01,0.01
1451,0.01,0.01,3.972054,0.01,17.561491,0.01,0.01,4.954901,0.01,0.01,33.815392,1.053122,0.01,572.377197,0.01,0.01,2.764849,0.01,5.581281,0.01
1452,0.01,0.01,1.102751,0.01,14.639966,0.01,0.01,0.01,9.55414,0.01,0.01,12.743146,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1453,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.911179,0.01,0.01,0.01,0.01,0.01,92.059639,0.01,0.01,11.059167,0.01,0.01,0.01
1454,0.01,0.01,0.01,0.01,10.157277,0.01,0.01,0.01,0.01,0.01,7.149205,2.052804,0.01,7.219229,4.471488,0.01,0.01,0.01,0.01,0.01
1455,0.01,0.01,0.01,0.01,23.122751,0.01,0.01,7.897248,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1456,0.01,0.01,5.882374,0.01,26.050951,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.714838,0.01,0.01,3.391834,0.01,0.01,0.01
1457,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.459415,0.01,16.560585,0.01,0.01,0.01,0.01,0.01,0.01
1458,0.01,0.01,3.871781,0.01,5.34845,0.01,0.01,32.459549,9.360214,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1459,0.01,0.01,0.01,0.01,10.580434,0.01,0.01,6.439567,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1460,0.01,0.01,6.393301,0.01,37.388309,0.01,0.01,17.44001,0.01,0.01,0.01,6.868881,0.01,0.01,0.01,0.01,4.464361,0.01,1.505137,0.01
1461,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.550182,0.01,0.01,0.01,7.18064,0.01,46.614037,0.01,0.01,11.695136,0.01,0.01,0.01
1462,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.009999,0.01,0.01,0.01,0.01,0.01,0.01
1463,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.01,0.01,0.01,0.01,0.01,0.01,0.01
1464,0.01,0.01,15.008679,0.01,0.01,0.01,0.01,12.259885,0.01,0.01,0.01,0.01,0.01,52.761417,0.01,0.01,0.01,0.01,0.01,0.01
1465,0.01,0.01,0.01,0.01,0.01,0.01,0.01,55.580685,12.439317,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1466,0.01,0.01,2.49736,0.01,5.465919,0.01,0.01,31.201511,4.100986,0.01,0.01,0.01,0.01,4.163311,0.630912,0.01,0.01,0.01,0.01,0.01
1467,0.01,0.01,13.267042,0.01,25.302763,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,99.138351,0.01,0.01,0.01,0.01,1.3318,0.01
1468,0.01,0.01,0.956715,0.01,3.818297,0.01,0.01,6.564202,10.263365,0.01,0.01,3.158563,0.01,21.298855,0.01,0.01,0.01,0.01,0.01,0.01
1469,0.01,0.01,4.855527,0.01,18.853785,0.01,0.01,21.304811,0.01,0.01,17.855301,24.829548,0.01,9.361019,0.01,0.01,0.01,0.01,0.01,0.01
1470,0.01,0.01,0.01,0.01,0.01,0.01,0.01,129.932495,0.01,0.01,0.01,0.01,0.01,12.860674,0.01,1.010007,0.01,0.01,1.236793,0.01
1471,0.01,0.01,0.01,0.01,19.841038,0.01,0.01,0.01,0.01,0.01,9.931559,0.01,0.01,13.257404,0.01,0.01,0.01,0.01,0.01,0.01
1472,0.01,0.01,0.01,0.01,38.552166,0.01,0.01,5.467832,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1473,0.01,0.01,4.70364,0.01,30.745518,0.01,0.01,6.628711,0.01,0.01,0.01,4.962132,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1474,0.01,0.01,0.01,0.01,45.021664,0.01,0.01,1.786081,22.126833,0.01,0.01,0.01,0.01,13.105411,0.01,0.01,0.01,0.01,0.01,0.01
1475,0.01,0.01,3.318228,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,32.701767,0.01,0.01,0.01,0.01,0.01,0.01
1476,0.01,0.01,17.254059,0.01,73.895271,0.01,0.01,0.01,6.563401,0.01,4.642016,0.01,0.01,0.01,5.090694,0.01,31.614552,0.01,0.01,0.01
1477,0.01,0.01,6.73854,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.281459,0.01,0.01,0.01,0.01,0.01,0.01
1478,0.01,0.01,1.208433,0.01,0.01,0.01,0.01,125.124847,3.076448,0.01,0.01,21.679161,0.01,5.923375,0.01,0.01,6.047724,0.01,0.01,0.01
1479,0.01,0.01,22.196754,0.01,81.525368,0.01,0.01,0.01,0.01,0.01,24.167429,0.01,0.01,99.09819,0.01,0.01,43.062229,0.01,0.01,0.01
1480,0.01,0.01,0.01,0.01,3.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01
1481,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16.01683,8.086193,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.926976,0.01,0.01,0.01
1482,0.01,0.01,0.01,0.01,2.124962,0.01,0.01,0.01,0.01,0.01,5.991348,0.01,0.01,34.913494,0.01,0.01,0.01,0.01,1.010194,0.01
1483,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.290164,0.01,0.01,0.01,0.01,0.01,78.729836,1.01,0.01,0.01,0.01,0.01,0.01
1484,1.010002,0.01,0.01,0.01,0.01,0.01,0.01,5.721424,30.053501,0.01,0.01,0.01,0.01,64.255081,0.01,0.01,0.01,0.01,0.01,0.01
1485,0.01,0.01,0.01,0.01,18.530022,0.01,0.01,57.283623,0.01,0.01,0.01,7.747505,0.01,9.478859,0.01,0.01,0.01,0.01,0.01,0.01
1486,0.01,0.01,1.036258,0.01,0.01,0.01,0.01,1.817293,3.815546,0.01,0.01,2.065911,0.01,115.62368,0.01,0.01,4.078712,0.01,97.632545,0.01
1487,0.01,0.01,3.027523,0.01,7.476595,0.01,0.01,52.383732,4.38233,0.01,11.962451,3.9854,1.010002,354.731018,2.099742,0.01,4.914819,0.01,5.136232,0.01
1488,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.403786,3.689334,0.01,0.01,0.01,0.01,9.936879,0.01,0.01,0.01,0.01,0.01,0.01
1489,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.010001,0.01,0.01,51.959286,0.01,0.01,0.01,0.01,0.01,2.060719
1490,0.01,0.01,0.01,0.01,1.929016,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.090984,0.01,0.01,0.01,0.01,0.01,0.01
1491,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40.674641,0.01,0.01,6.011711,0.01,0.01,21.343662
1492,0.01,0.01,4.240244,0.01,0.01,0.01,0.01,33.612019,6.325812,0.01,0.01,4.283988,0.01,0.01,0.01,0.01,1.587937,0.01,0.01,0.01
1493,0.01,0.01,2.965083,0.01,9.054916,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1494,0.01,0.01,0.01,0.01,44.992329,0.01,0.01,2.347677,19.605904,0.01,0.01,1.094083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1495,0.01,0.01,3.437714,0.01,0.01,0.01,0.01,12.243943,0.01,0.01,0.01,0.01,0.01,3.348343,0.01,0.01,0.01,0.01,0.01,0.01
1496,0.01,0.01,0.942559,0.01,0.01,0.01,0.01,14.709746,25.566734,0.01,0.01,0.01,0.01,0.01,0.820954,0.01,0.01,0.01,0.01,0.01
1497,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.292103,0.01,0.01,8.727897,0.01,0.01,0.01,0.01,0.01,0.01
1498,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.009996,0.01,0.01,0.01,0.01,0.01,0.01
1499,0.01,0.01,1.010001,0.01,5.248598,0.01,0.01,6.826235,0.01,0.01,0.01,6.427442,0.01,3.537725,0.01,0.01,0.01,0.01,0.01,0.01
